onset,text,duration,onset_TR,speaker
522.53,from,0.18,348.3533333,
522.71,an,0.09,348.4733333,
522.8,accumulation,0.66,348.5333333,
523.46,of,0.09,348.9733333,
523.55,smoked,0.72,349.0333333,
524.27,and,0.42,349.5133333,
524.69,half-,0.3,349.7933333,
524.99,smoked,0.45,349.9933333,
525.44,cigarettes.,0.72,350.2933333,
526.64,He,0.12,351.0933333,
526.76,dragged,0.33,351.1733333,
527.09,on,0.12,351.3933333,
527.21,it,0.09,351.4733333,
527.3,and,0.09,351.5333333,
527.39,"said,",0.36,351.5933333,
529.01,"""He",0.12,352.6733333,Lee
529.13,wanted,0.3,352.7533333,Lee
529.43,to,0.06,352.9533333,Lee
529.49,come,0.18,352.9933333,Lee
529.67,over,0.21,353.1133333,Lee
529.88,for,0.18,353.2533333,Lee
530.06,a,0.03,353.3733333,Lee
530.09,"drink.""",0.42,353.3933333,Lee
531.38,"""God!",0.36,354.2533333,girl
532.02,What,0.18,354.68,girl
532.22,did,0.12,354.8133333,girl
532.34,you,0.09,354.8933333,girl
532.43,"say?""",0.42,354.9533333,girl
533.57,said,0.24,355.7133333,
533.81,the,0.09,355.8733333,
533.9,girl.,0.3,355.9333333,
535.05,"""You",0.18,356.7,Lee
535.23,heard,0.27,356.82,Lee
535.5,"me,""",0.27,357,Lee
536.34,the,0.12,357.56,
536.46,gray-haired,0.36,357.64,
536.82,man,0.18,357.88,
537,"said,",0.27,358,
537.27,and,0.09,358.18,
537.36,looked,0.21,358.24,
537.57,at,0.09,358.38,
537.66,her.,0.24,358.44,
539.58,"""You",0.21,359.72,girl
539.79,are,0.27,359.86,girl
540.06,wonderful.,0.57,360.04,girl
541.08,Absolutely,0.6,360.72,girl
541.68,"marvelous,""",0.69,361.12,girl
543.06,the,0.12,362.04,
543.18,girl,0.24,362.12,
543.43,"said,",0.32,362.2866667,
543.75,watching,0.39,362.5,
544.14,him.,0.24,362.76,
544.86,"""Well,""",0.42,363.24,Lee
546.03,the,0.09,364.02,
546.12,gray-haired,0.39,364.08,
546.51,man,0.21,364.34,
546.72,"said,",0.54,364.48,
547.35,"""it's",0.18,364.9,Lee
547.53,a,0.06,365.02,Lee
547.59,tough,0.21,365.06,Lee
547.8,situation.,0.74,365.2,Lee
549.13,I,0.06,366.0866667,Lee
549.24,don't,0.12,366.16,Lee
549.36,know,0.15,366.24,Lee
549.51,how,0.12,366.34,Lee
549.63,marvelous,0.48,366.42,Lee
550.11,I,0.12,366.74,Lee
550.23,"was.""",0.33,366.82,Lee
551.34,"""You",0.18,367.56,girl
551.52,"were,",0.3,367.68,girl
552.21,you,0.15,368.14,girl
552.36,were,0.12,368.24,girl
552.48,"wonderful,""",0.66,368.32,girl
553.8,the,0.12,369.2,
553.92,girl,0.24,369.28,
554.16,said.,0.3,369.44,
555.54,The,0.12,370.36,
555.66,gray-haired,0.39,370.44,
556.05,man,0.18,370.7,
556.23,looked,0.21,370.82,
556.44,at,0.09,370.96,
556.53,her.,0.24,371.02,
557.61,"""Well,",0.39,371.74,Lee
558.06,it's,0.42,372.04,Lee
558.48,a,0.06,372.32,Lee
558.54,"very,",0.45,372.36,Lee
559.74,very,0.39,373.16,Lee
560.13,tough,0.3,373.42,Lee
560.43,situation.,0.63,373.62,Lee
561.06,The,0.09,374.04,Lee
561.15,guy's,0.24,374.1,Lee
561.39,obviously,0.54,374.26,Lee
561.93,going,0.3,374.62,Lee
562.23,through,0.21,374.82,Lee
562.44,"absolute�""",0.57,374.96,Lee
563.25,The,0.15,375.5,
563.4,phone,0.24,375.6,
563.64,suddenly,0.39,375.76,
564.03,rang.,0.33,376.02,
565.02,The,0.12,376.68,
565.14,gray-haired,0.42,376.76,
565.56,man,0.21,377.04,
565.77,said,0.3,377.18,
566.1,"""Christ!""",0.6,377.4,Lee
567.33,but,0.21,378.22,
567.54,picked,0.27,378.36,
567.81,it,0.06,378.54,
567.87,up,0.15,378.58,
568.05,before,0.24,378.7,
568.29,the,0.12,378.86,
568.41,second,0.3,378.94,
568.71,ring.,0.24,379.14,
569.07,"""Hello?""",0.54,379.38,Lee
570.06,he,0.12,380.04,
570.18,said,0.21,380.12,
570.39,into,0.18,380.26,
570.57,it.,0.18,380.38,
571.29,"""Lee?",0.33,380.86,Arthur
571.65,Were,0.15,381.1,Arthur
571.8,you,0.09,381.2,Arthur
571.89,"asleep?""",0.39,381.26,Arthur
573.09,"""No,",0.36,382.06,Lee
574.2,"no.""",0.39,382.8,Lee
575.61,"""Listen,",0.38,383.74,Arthur
576.3,I,0.12,384.2,Arthur
576.42,just,0.21,384.28,Arthur
576.63,thought,0.18,384.42,Arthur
576.81,you'd,0.12,384.54,Arthur
576.93,want,0.15,384.62,Arthur
577.08,to,0.06,384.72,Arthur
577.14,"know,",0.39,384.76,Arthur
577.8,Joanie,0.3,385.2,Arthur
578.1,just,0.21,385.4,Arthur
578.31,barged,0.36,385.54,Arthur
578.67,"in.""",0.21,385.78,Arthur
580.14,"""What?""",0.32,386.76,Lee
581.34,said,0.18,387.56,
581.52,the,0.06,387.68,
581.58,gray-haired,0.39,387.72,
581.97,"man,",0.27,387.98,
582.63,and,0.12,388.42,
582.75,bridged,0.33,388.5,
583.08,his,0.09,388.72,
583.18,left,0.26,388.7866667,
583.44,hand,0.27,388.96,
583.71,over,0.18,389.14,
583.89,his,0.15,389.26,
584.04,"eyes,",0.51,389.36,
585.09,though,0.21,390.06,
585.3,the,0.12,390.2,
585.42,light,0.24,390.28,
585.66,was,0.15,390.44,
585.81,behind,0.36,390.54,
586.17,him.,0.09,390.78,
587.31,"""Yeah,",0.33,391.54,Arthur
588,"she,",,,Arthur
588.18,she,0.18,392.12,Arthur
588.36,just,0.21,392.24,Arthur
588.57,barged,0.33,392.38,Arthur
588.9,"in,",0.24,392.6,Arthur
589.23,about,0.33,392.82,Arthur
589.56,ten,0.21,393.04,Arthur
589.77,seconds,0.36,393.18,Arthur
590.13,after,0.21,393.42,Arthur
590.34,I,0.06,393.56,Arthur
590.4,spoke,0.27,393.6,Arthur
590.67,to,0.06,393.78,Arthur
590.73,you.,0.21,393.82,Arthur
591.48,I,0.12,394.32,Arthur
591.6,just,0.18,394.4,Arthur
591.78,thought,0.21,394.52,Arthur
591.99,I'd,0.12,394.66,Arthur
592.11,give,0.15,394.74,Arthur
592.26,you,0.12,394.84,Arthur
592.38,a,0.06,394.92,Arthur
592.44,ring,0.3,394.96,Arthur
592.93,while,0.2,395.2866667,Arthur
593.13,she's,0.51,395.42,Arthur
593.88,in,0.12,395.92,Arthur
594,the,0.06,396,Arthur
594.06,john.,0.42,396.04,Arthur
595.02,"Listen,",0.33,396.68,Arthur
595.38,thanks,0.21,396.92,Arthur
595.59,a,0.03,397.06,Arthur
595.62,"million,",0.33,397.08,Arthur
595.95,Lee.,0.2699999999999818,397.3,Arthur
596.46,I,0.29,397.64,Arthur
596.76,mean,0.25,397.84,Arthur
597.01,it.,0.86,398.0066667,Arthur
597.87,You,0.18,398.58,Arthur
598.05,weren't,0.24,398.7,Arthur
598.29,"asleep,",0.33,398.86,Arthur
598.62,were,0.12,399.08,Arthur
598.74,"you?""",0.18,399.16,Arthur
600.03,"""No,",0.42,400.02,Lee
600.51,"no,",0.27,400.34,Lee
601.26,I,0.09,400.84,Lee
601.35,was,0.18,400.9,Lee
601.53,just�,0.33,401.02,Lee
602.52,No,0.3,401.68,Lee
603.42,"no,""",0.27,402.28,Lee
604.23,the,0.09,402.82,
604.32,gray-haired,0.39,402.88,
604.71,man,0.18,403.14,
604.89,"said,",0.3,403.26,
605.19,leaving,0.27,403.46,
605.46,his,0.24,403.64,
605.7,fingers,0.51,403.8,
606.21,bridged,0.36,404.14,
606.57,over,0.21,404.38,
606.78,his,0.12,404.52,
606.9,eyes.,0.51,404.6,
607.53,He,0.06,405.02,
607.59,cleared,0.3,405.06,
607.89,his,0.12,405.26,
608.01,throat.,0.51,405.34,
609.81,"""Yeah,",0.39,406.54,Arthur
610,"what,",,,Arthur
611,"uh,",,,Arthur
612,what,0.15,408,Arthur
612.15,happened,0.27,408.1,Arthur
612.42,"was,",0.27,408.28,Arthur
613.41,apparently,0.6,408.94,Arthur
614.04,Leona,0.54,409.36,Arthur
614.58,got,0.18,409.72,Arthur
614.76,stinking,0.69,409.84,Arthur
615.45,and,0.23,410.3,Arthur
616.38,then,0.18,410.92,Arthur
616.56,had,0.21,411.04,Arthur
616.77,a,0.06,411.18,Arthur
616.83,goddamn,0.48,411.22,Arthur
617.31,crying,0.54,411.54,Arthur
617.85,"jag,",0.48,411.9,Arthur
618.33,and,0.38,412.22,Arthur
618.72,Bob,0.33,412.48,Arthur
619.05,wanted,0.27,412.7,Arthur
619.32,Joanie,0.39,412.88,Arthur
620.27,"to,",0.09,413.5133333,Arthur
620.3,to,,,Arthur
620.37,go,0.15,413.58,Arthur
620.52,out,0.18,413.68,Arthur
620.7,and,0.09,413.8,Arthur
620.79,grab,0.18,413.86,Arthur
620.97,a,0.06,413.98,Arthur
621.03,drink,0.3,414.02,Arthur
621.33,with,0.27,414.22,Arthur
621.93,them,0.24,414.62,Arthur
622.17,somewhere.,0.42,414.78,Arthur
623.55,"Anyway,",0.33,415.7,Arthur
623.89,so,0.14,415.9266667,Arthur
624.03,she's,0.21,416.02,Arthur
624.24,home.,0.3,416.16,Arthur
624.93,What,0.21,416.62,Arthur
625.14,a,0.06,416.76,Arthur
625.2,rat,0.24,416.8,Arthur
625.44,race.,0.42,416.96,Arthur
626.43,Honest,0.27,417.62,Arthur
626.7,to,0.06,417.8,Arthur
626.76,"God,",0.21,417.84,Arthur
626.97,I,0.21,417.98,Arthur
627.18,think,0.21,418.12,Arthur
627.39,it's,0.48,418.26,Arthur
627.5,this,,,Arthur
627.96,goddamn,0.42,418.64,Arthur
628.38,New,0.63,418.92,Arthur
629.01,York.,0.87,419.34,Arthur
629.88,What,0.36,419.92,Arthur
630.24,I,0.09,420.16,Arthur
630.33,think,0.18,420.22,Arthur
630.51,maybe,0.21,420.34,Arthur
630.72,we'll,0.15,420.48,Arthur
630.87,"do,",0.39,420.58,Arthur
631.29,if,0.15,420.86,Arthur
631.44,everything,0.3,420.96,Arthur
631.74,goes,0.24,421.16,Arthur
631.98,along,0.27,421.32,Arthur
632.25,all,0.12,421.5,Arthur
632.37,"right,",0.27,421.58,Arthur
633.18,we'll,0.18,422.12,Arthur
633.36,get,0.18,422.24,Arthur
633.54,ourselves,0.3,422.36,Arthur
633.84,a,0.03,422.56,Arthur
633.87,little,0.18,422.58,Arthur
634.05,place,0.24,422.7,Arthur
634.29,in,0.06,422.86,Arthur
634.35,Connecticut,0.48,422.9,Arthur
634.86,maybe.,0.36,423.24,Arthur
635.82,Not,0.3,423.88,Arthur
636.12,far,0.24,424.08,Arthur
636.36,"out,",0.3,424.24,Arthur
636.87,"necessarily,",0.6,424.58,Arthur
637.47,but,0.27,424.98,Arthur
638.25,far,0.27,425.5,Arthur
638.52,enough,0.27,425.68,Arthur
638.79,that,0.18,425.86,Arthur
638.97,we,0.15,425.98,Arthur
639.12,can,0.42,426.08,Arthur
639.57,lead,0.3,426.38,Arthur
639.87,a,0.03,426.58,Arthur
639.9,normal,0.3,426.6,Arthur
640.2,goddamn,0.36,426.8,Arthur
640.56,life.,0.42,427.04,Arthur
641.46,I,0.09,427.64,Arthur
641.55,mean,0.12,427.7,Arthur
641.67,she's,0.18,427.78,Arthur
641.85,crazy,0.42,427.9,Arthur
642.27,about,0.24,428.18,Arthur
642.51,plants,0.36,428.34,Arthur
642.87,and,0.09,428.58,Arthur
642.96,all,0.09,428.64,Arthur
643.05,that,0.18,428.7,Arthur
643.23,stuff.,0.33,428.82,Arthur
644.43,She'd,0.18,429.62,Arthur
644.61,probably,0.21,429.74,Arthur
644.82,go,0.12,429.88,Arthur
644.94,mad,0.3,429.96,Arthur
645,if,0.27,431.08,Arthur
645,she,0.15,431.26,Arthur
646,had,0.09,431.36,Arthur
646,a,,,Arthur
646,garden,,,Arthur
647,if,,,Arthur
647,she,,,Arthur
647,had,,,Arthur
647.13,her,0.09,431.42,Arthur
647.22,own,0.21,431.48,Arthur
647.43,goddamn,0.39,431.62,Arthur
647.82,garden,0.39,431.88,Arthur
648.01,and,0.23,432.0066667,Arthur
648.24,stuff.,0.27,432.16,Arthur
649.26,Know,0.15,432.84,Arthur
649.41,what,0.09,432.94,Arthur
649.5,I,0.03,433,Arthur
649.53,mean?,0.33,433.02,Arthur
650.73,I,0.09,433.82,Arthur
650.82,mean,0.24,433.88,Arthur
651.09,except,0.54,434.06,Arthur
651.63,you,0.3,434.42,Arthur
651.96,who,0.42,434.64,Arthur
652.38,do,0.09,434.92,Arthur
652.47,we,0.09,434.98,Arthur
652.56,know,0.21,435.04,Arthur
652.77,in,0.09,435.18,Arthur
652.86,New,0.25,435.24,Arthur
653.01,York,0.21,435.34,Arthur
653.22,except,0.3,435.48,Arthur
653.52,a,0.03,435.68,Arthur
653.55,bunch,0.18,435.7,Arthur
653.73,of,0.09,435.82,Arthur
653.82,neurotics?,0.69,435.88,Arthur
655.2,It's,0.12,436.8,Arthur
655.32,bound,0.21,436.88,Arthur
655.53,to,0.06,437.02,Arthur
655.59,undermine,0.42,437.06,Arthur
656.04,even,0.21,437.36,Arthur
656.25,a,0.12,437.5,Arthur
656.37,normal,0.39,437.58,Arthur
656.76,person,0.39,437.84,Arthur
657.15,sooner,0.33,438.1,Arthur
657.48,or,0.11,438.32,Arthur
657.59,later.,0.12,438.3933333,Arthur
658.93,Know,0.14,439.2866667,Arthur
659.07,what,0.09,439.38,Arthur
659.16,I,0.06,439.44,Arthur
659.22,"mean?""",0.24,439.48,Arthur
660.66,"""Listen,",0.24,440.44,Lee
660.9,"Arthur,""",0.12,440.6,Lee
662.19,the,0.12,441.46,
662.31,gray-haired,0.36,441.54,
662.67,man,0.21,441.78,
662.88,"interrupted,",0.48,441.92,
663.39,taking,0.33,442.26,
663.72,his,0.15,442.48,
663.87,hand,0.24,442.58,
664.11,away,0.15,442.74,
664.26,from,0.18,442.84,
664.44,his,0.12,442.96,
664.56,"face,",0.42,443.04,
665.52,"""I",0.15,443.68,Lee
665.67,have,0.18,443.78,Lee
665.85,a,0.12,443.9,Lee
665.97,helluva,0.21,443.98,Lee
666.36,headache,0.48,444.24,Lee
666.87,all,0.15,444.58,Lee
667.02,of,0.09,444.68,Lee
667.11,a,0.06,444.74,Lee
667.17,sudden.,0.48,444.78,Lee
668.52,I,0.12,445.68,Lee
668.64,don't,0.15,445.76,Lee
668.79,know,0.15,445.86,Lee
668.94,where,0.18,445.96,Lee
669.12,I,0.09,446.08,Lee
669.21,got,0.21,446.14,Lee
669.31,"the,",,,Lee
669.42,the,0.21,446.28,Lee
669.77,bloody,0.4,446.5133333,Lee
670.17,thing,0.27,446.78,Lee
670.44,from.,0.48,446.96,Lee
671.43,You,0.15,447.62,Lee
671.58,mind,0.24,447.72,Lee
671.82,if,0.1,447.88,Lee
671.92,we,0.08,447.9466667,Lee
672,cut,0.12,448,Lee
672.12,this,0.12,448.08,Lee
672.24,short?,0.36,448.16,Lee
673.11,I'll,0.18,448.74,Lee
673.29,talk,0.15,448.86,Lee
673.44,to,0.06,448.96,Lee
673.5,you,0.06,449,Lee
673.56,in,0.09,449.04,Lee
673.65,the,0.06,449.1,Lee
673.71,morning�,0.27,449.14,Lee
673.98,all,0.09,449.32,Lee
674.07,"right?""",0.27,449.38,Lee
675.12,He,0.12,450.08,
675.24,listened,0.3,450.16,
675.54,for,0.12,450.36,
675.66,another,0.24,450.44,
675.9,"moment,",0.36,450.6,
676.44,then,0.15,450.96,
676.59,hung,0.18,451.06,
676.77,up.,0.42,451.18,
678.03,"Again,",0.27,452.02,
678.3,the,0.09,452.2,
678.39,girl,0.18,452.26,
678.57,immediately,0.42,452.38,
678.99,spoke,0.36,452.66,
679.35,to,0.15,452.9,
679.5,"him,",0.18,453,
679.95,but,0.15,453.3,
680.1,he,0.12,453.4,
680.22,didn't,0.18,453.48,
680.4,answer,0.3,453.6,
680.7,her.,0.15,453.8,
681.66,He,0.12,454.44,
681.78,picked,0.24,454.52,
682.02,a,0.03,454.68,
682.05,burning,0.3,454.7,
682.35,cigarette�,0.45,454.9,
682.84,the,0.08,455.2266667,
682.92,girl's�,0.45,455.28,
683.67,out,0.15,455.78,
683.82,of,0.06,455.88,
683.88,the,0.12,455.92,
684,ashtray,0.57,456,
684.57,and,0.12,456.38,
684.69,started,0.42,456.46,
685.11,to,0.21,456.74,
685.32,bring,0.27,456.88,
685.59,it,0.15,457.06,
685.74,to,0.09,457.16,
685.83,his,0.12,457.22,
685.95,"mouth,",0.45,457.3,
686.7,but,0.15,457.8,
686.85,it,0.09,457.9,
686.94,slipped,0.33,457.96,
687.27,out,0.15,458.18,
687.42,of,0.06,458.28,
687.48,his,0.12,458.32,
687.6,fingers.,0.48,458.4,
688.62,The,0.12,459.08,
688.74,girl,0.18,459.16,
688.92,tried,0.24,459.28,
689.16,to,0.06,459.44,
689.22,help,0.21,459.48,
689.43,him,0.09,459.62,
689.52,retrieve,0.42,459.68,
689.94,it,0.09,459.96,
690.03,before,0.27,460.02,
690.3,anything,0.27,460.2,
690.57,was,0.15,460.38,
690.72,"burned,",0.48,460.48,
691.56,but,0.12,461.04,
691.68,he,0.09,461.12,
691.77,told,0.27,461.18,
692.04,her,0.09,461.36,
692.13,to,0.09,461.42,
692.22,just,0.27,461.48,
692.49,sit,0.21,461.66,
692.7,"still,",0.45,461.8,
693.21,for,0.15,462.14,
693.36,"Chrissake,",0.39,462.24,
695.1,and,0.09,463.4,
695.19,she,0.12,463.46,
695.31,pulled,0.24,463.54,
695.55,back,0.21,463.7,
695.76,her,0.12,463.84,
695.88,hand.,0.33,463.92,
